File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
LibriVox,188.4,05/11/2018,228.0,04/30/2018,21.02
Not guilty by reason of insanity,34.4,06/02/2018,41.6,05/03/2018,20.93
Louis Philippe I,1209.8,06/15/2018,1453.8,06/05/2018,20.17
Penny Lilac,20.2,05/14/2018,24.2,05/23/2018,19.8
Felice Orsini,36.6,05/22/2018,43.4,05/15/2018,18.58
Lion (heraldry),312.4,05/11/2018,370.2,05/30/2018,18.5
Les Invalides,949.6,04/27/2018,1122.0,06/04/2018,18.16
HarperCollins,533.6,05/19/2018,630.4,06/12/2018,18.14
Inverted Head 4 Annas,8.4,05/17/2018,9.8,06/17/2018,16.67
Kingdom of Prussia,2526.6,05/26/2018,2920.4,05/05/2018,15.59
Causantín mac Cináeda,46.2,05/31/2018,53.4,05/01/2018,15.58
Francis I of France,1363.4,06/16/2018,1568.4,05/27/2018,15.04
Killarney,272.8,06/16/2018,313.6,06/04/2018,14.96
Abscess,1741.0,05/06/2018,1986.8,06/12/2018,14.12
Presbyterian,508.8,06/08/2018,580.6,05/22/2018,14.11
British East India Company,437.4,04/29/2018,497.8,05/13/2018,13.81
"Frederick Ponsonby, 1st Baron Sysonby",23.4,05/10/2018,26.4,05/05/2018,12.82
Gules,133.4,06/01/2018,150.4,05/18/2018,12.74
Donald III of Scotland,138.8,06/09/2018,156.4,06/11/2018,12.68
Canada 2c Large Queen on laid paper,9.8,05/05/2018,11.0,04/28/2018,12.24
Christopher Hibbert,41.4,04/29/2018,46.4,05/20/2018,12.08
Jamaica,5653.8,04/28/2018,6334.4,06/07/2018,12.04
Pomeranian (dog),3128.2,06/06/2018,3498.2,06/03/2018,11.83
Jiří Louda,10.4,05/16/2018,11.6,05/25/2018,11.54
Order of the Seal of Solomon,27.8,05/08/2018,31.0,05/22/2018,11.51
Farthing (British coin),255.8,06/14/2018,284.2,06/16/2018,11.1
Mourning,335.4,06/10/2018,367.4,05/02/2018,9.54
Darmstadt,579.2,05/26/2018,632.2,05/20/2018,9.15
"Alexei Nikolaevich, Tsarevich of Russia",864.0,06/16/2018,939.4,04/30/2018,8.73
Alexander I of Russia,1080.6,06/06/2018,1171.0,05/11/2018,8.37
Edward I of England,2115.4,05/04/2018,2282.4,06/18/2018,7.89
Ethiopian Empire,1015.4,05/18/2018,1091.0,05/20/2018,7.45
Abolitionism in the United Kingdom,197.8,05/12/2018,212.4,06/10/2018,7.38
Order of Louise,23.6,05/11/2018,25.0,05/09/2018,5.93
Lord Palmerston,39.2,04/28/2018,39.6,04/27/2018,1.02
British Relief Association,0.0,04/25/2018,13.4,06/17/2018,0
Heinrich von Angeli,0.0,04/25/2018,16.6,05/25/2018,0
"George Hamilton-Gordon, 4th Earl of Aberdeen",0.0,04/25/2018,121.8,04/26/2018,0
British Parliament,0.0,04/24/2018,54.2,06/07/2018,0
Order of the White Eagle (Serbia),0.0,04/24/2018,53.2,05/31/2018,0
Lytton Strachey,0.0,04/25/2018,312.6,05/01/2018,0
Charles George Gordon,1962.4,06/15/2018,1957.0,06/17/2018,-0.28
Bahadur Shah II,455.4,05/15/2018,451.8,05/16/2018,-0.79
Malcolm Potts,8.8,04/27/2018,7.6,06/18/2018,-13.64
Cecil Woodham-Smith,27.6,05/27/2018,23.2,05/29/2018,-15.94
Autocracy,914.6,05/12/2018,0.0,04/25/2018,-100.0
"Henry John Temple, 3rd Viscount Palmerston",346.6,06/16/2018,0.0,04/24/2018,-100.0
"Edward Smith-Stanley, 14th Earl of Derby",186.2,05/05/2018,0.0,04/24/2018,-100.0
Distinguished Service Order,331.4,06/15/2018,0.0,04/25/2018,-100.0
French Navy,708.6,06/14/2018,0.0,04/25/2018,-100.0
Dictionary of National Biography,228.0,06/15/2018,0.0,04/24/2018,-100.0
Diphtheria,2469.0,06/16/2018,0.0,04/25/2018,-100.0
Landgraviate of Hesse-Darmstadt,65.0,05/03/2018,0.0,04/25/2018,-100.0
List of Scottish monarchs,722.2,06/16/2018,0.0,04/25/2018,-100.0
"Archibald Primrose, 5th Earl of Rosebery",204.4,05/12/2018,0.0,04/24/2018,-100.0
Cunningham Clock Tower,8.4,05/02/2018,0.0,04/25/2018,-100.0
Duncan II of Scotland,83.6,05/04/2018,0.0,04/25/2018,-100.0
List of foreign visits made by Queen Victoria,27.6,05/10/2018,0.0,04/25/2018,-100.0
Edwin Henry Landseer,35.2,06/09/2018,0.0,04/25/2018,-100.0
Indian subcontinent,1899.2,04/28/2018,0.0,04/25/2018,-100.0
Order of Pedro I,7.2,05/29/2018,0.0,04/24/2018,-100.0
